txn_id,account_id,txn_date,txn_type,amount
113263,6362,2023-07-18,FEE,466.18
113264,1083,2023-04-07,INTEREST,501.5
113265,4247,2024-03-03,FEE,210.94
113266,3116,2023-11-15,FEE,236.89
113267,2153,2023-07-24,DEPOSIT,217.11
113268,4838,2024-11-24,WITHDRAWAL,778.28
113269,5989,2023-07-02,DEPOSIT,65.18
113270,1667,2025-04-27,FEE,288.63
113271,4171,2023-12-20,DEPOSIT,588.76
113272,6959,2025-04-14,FEE,1067.45
113273,4072,2025-06-16,FEE,244.1
113274,2987,2024-12-12,WITHDRAWAL,647.96
113275,2396,2023-11-19,WITHDRAWAL,204.45
113276,3158,2024-03-12,INTEREST,219.82
113277,5903,2023-03-17,FEE,442.18
113278,5694,2025-03-12,INTEREST,707.74
113279,3959,2024-03-18,TRANSFER,337.1
113280,6946,2024-10-06,FEE,1795.06
113281,5120,2025-03-09,DEPOSIT,818.79
113282,5280,2025-06-24,FEE,341.86
113283,1216,2023-01-15,TRANSFER,150.88
113284,2819,2023-01-01,FEE,85.5
113285,4810,2025-02-08,FEE,513.18
113286,6904,2023-09-06,WITHDRAWAL,91.24
113287,2882,2024-08-27,WITHDRAWAL,128.62
113288,1238,2023-04-18,FEE,660.18
113289,3524,2024-07-04,FEE,476.27
113290,2432,2024-07-14,INTEREST,294.08
113291,238,2024-01-02,TRANSFER,841.11
113292,6040,2025-04-08,DEPOSIT,489.63
113293,2301,2023-03-06,TRANSFER,868.27
113294,3486,2024-02-23,INTEREST,414.12
113295,555,2024-02-02,DEPOSIT,559.15
113296,3649,2024-01-10,TRANSFER,759.6
113297,2131,2025-02-07,WITHDRAWAL,388.32
113298,4124,2023-11-01,WITHDRAWAL,513.86
113299,948,2024-03-19,TRANSFER,883.29
113300,7440,2023-06-09,WITHDRAWAL,756.41
113301,7159,2024-08-14,TRANSFER,106.7
113302,1429,2023-12-17,INTEREST,245.61
113303,3122,2024-03-29,TRANSFER,443.57
113304,2217,2024-12-07,WITHDRAWAL,1297.95
113305,6011,2023-01-06,DEPOSIT,389.99
113306,32,2023-04-18,DEPOSIT,772.7
113307,577,2024-11-29,WITHDRAWAL,846.86
113308,2938,2024-02-11,WITHDRAWAL,377.83
113309,1090,2023-03-16,DEPOSIT,645.07
113310,7281,2024-11-17,FEE,364.13
113311,5948,2024-07-19,FEE,703.59
113312,5279,2024-05-14,WITHDRAWAL,514.15
113313,4754,2024-01-06,TRANSFER,427.15
113314,1902,2023-06-02,INTEREST,726.48
113315,363,2024-05-08,DEPOSIT,246.77
113316,1681,2023-05-27,TRANSFER,343.28
113317,4720,2024-09-05,DEPOSIT,1406.82
113318,4872,2023-02-12,WITHDRAWAL,523.6
113319,6922,2024-12-09,WITHDRAWAL,620.91
113320,3772,2024-12-09,DEPOSIT,268.4
113321,4663,2025-02-03,DEPOSIT,687.81
113322,1889,2024-07-08,INTEREST,1042.08
113323,4156,2023-07-25,INTEREST,143.01
113324,5867,2025-01-27,INTEREST,356.29
113325,6736,2024-09-12,FEE,226.49
113326,6895,2024-09-19,FEE,455.87
113327,6895,2025-02-12,DEPOSIT,804.9
113328,408,2024-10-27,INTEREST,760.34
113329,7280,2024-02-03,WITHDRAWAL,136.28
113330,1029,2024-08-06,FEE,740.29
113331,1241,2023-02-13,WITHDRAWAL,242.33
113332,4339,2023-08-08,FEE,500.3
113333,1100,2024-07-28,TRANSFER,410.3
113334,5060,2023-10-17,DEPOSIT,1268.59
113335,6308,2025-05-22,INTEREST,309.7
113336,961,2023-07-28,DEPOSIT,983.98
113337,419,2024-07-01,WITHDRAWAL,904.63
113338,1268,2023-11-06,DEPOSIT,405.6
113339,2532,2023-05-25,TRANSFER,496.43
113340,6381,2024-10-23,TRANSFER,844.82
113341,1619,2023-01-03,FEE,241.32
113342,3608,2025-02-28,WITHDRAWAL,201.96
113343,4998,2024-08-28,TRANSFER,1193.07
113344,2544,2023-12-07,WITHDRAWAL,267.31
113345,6219,2024-02-18,DEPOSIT,901.83
113346,3965,2024-12-09,DEPOSIT,405.6
113347,436,2023-11-16,TRANSFER,906.51
113348,706,2024-08-15,WITHDRAWAL,426.94
113349,654,2024-09-16,DEPOSIT,119.39
113350,40,2025-06-22,WITHDRAWAL,135.55
113351,5871,2023-04-09,INTEREST,365.89
113352,1788,2024-03-03,FEE,434.57
113353,1642,2024-03-12,DEPOSIT,958.85
113354,6222,2023-05-11,TRANSFER,870.26
113355,7532,2024-02-28,FEE,300.37
113356,6382,2024-12-25,WITHDRAWAL,739.48
113357,2939,2025-04-17,WITHDRAWAL,375.07
113358,6562,2025-03-12,INTEREST,999.3
113359,2689,2023-09-04,INTEREST,647.5
113360,6167,2025-04-26,DEPOSIT,218.34
113361,1793,2023-08-31,TRANSFER,52.37
113362,1580,2023-07-07,TRANSFER,93.81
113363,5997,2024-12-17,WITHDRAWAL,277.25
113364,1199,2024-04-30,DEPOSIT,287.68
113365,1564,2024-10-29,INTEREST,335.62
113366,2530,2024-04-19,DEPOSIT,1126.68
113367,5247,2023-03-05,WITHDRAWAL,350.07
113368,480,2023-11-29,FEE,499.16
113369,2682,2023-09-17,INTEREST,134.06
113370,1623,2025-03-24,TRANSFER,711.24
113371,1891,2023-06-30,INTEREST,409.49
113372,5148,2025-05-28,FEE,488.01
113373,2501,2023-08-02,WITHDRAWAL,274.38
113374,2000,2024-10-12,INTEREST,513.99
113375,3567,2024-01-11,TRANSFER,177.71
113376,6804,2023-06-15,WITHDRAWAL,129.25
113377,2228,2025-03-12,DEPOSIT,593.49
113378,6064,2024-07-10,FEE,508.75
113379,7636,2024-03-04,DEPOSIT,590.98
113380,2577,2023-06-26,DEPOSIT,375.62
113381,3776,2025-01-12,WITHDRAWAL,829.46
113382,3205,2025-04-08,FEE,454.43
113383,5820,2023-09-03,INTEREST,364.21
113384,6329,2023-01-02,TRANSFER,208.61
113385,7060,2023-08-24,FEE,981.51
113386,5829,2024-08-13,TRANSFER,466.69
113387,4035,2023-10-20,TRANSFER,585.81
113388,992,2024-11-27,WITHDRAWAL,86.85
113389,4057,2023-04-09,INTEREST,382.12
113390,1442,2024-05-06,WITHDRAWAL,774.03
113391,562,2023-12-06,WITHDRAWAL,358.62
113392,1153,2024-06-11,DEPOSIT,510.64
113393,6018,2023-04-09,DEPOSIT,304.74
113394,4554,2025-01-06,TRANSFER,922.87
113395,13,2023-10-17,INTEREST,1047.51
113396,2454,2025-04-22,WITHDRAWAL,660.72
113397,647,2023-02-17,WITHDRAWAL,117.53
113398,3295,2024-07-27,FEE,372.81
113399,1696,2025-02-17,INTEREST,167.73
113400,706,2024-07-29,TRANSFER,894.12
113401,5931,2024-11-15,TRANSFER,184.61
113402,4335,2024-05-09,FEE,445.23
113403,2213,2023-08-20,FEE,193.29
113404,5937,2023-08-27,INTEREST,382.7
113405,3652,2023-03-04,TRANSFER,141.44
113406,6910,2024-08-03,WITHDRAWAL,372.53
113407,6447,2023-10-23,TRANSFER,1851.67
113408,2975,2023-01-02,DEPOSIT,1003.47
113409,6521,2023-04-12,INTEREST,146.48
113410,6984,2023-03-11,TRANSFER,379.96
113411,6349,2024-04-16,TRANSFER,684.49
113412,5824,2023-07-02,TRANSFER,269.78
113413,7106,2023-02-07,WITHDRAWAL,1273.3
113414,7428,2024-05-11,DEPOSIT,935.26
113415,7404,2024-07-22,TRANSFER,522.31
113416,1438,2024-02-10,DEPOSIT,343.76
113417,4972,2024-01-31,WITHDRAWAL,272.32
113418,4150,2023-01-24,WITHDRAWAL,513.9
113419,6430,2025-03-27,WITHDRAWAL,951.15
113420,7920,2024-10-05,FEE,559.05
113421,301,2023-03-01,FEE,487.46
113422,7697,2024-05-13,TRANSFER,641.07
113423,7376,2023-04-23,DEPOSIT,397.63
113424,4576,2024-09-12,TRANSFER,88.94
113425,3459,2023-10-09,TRANSFER,149.5
113426,6556,2025-04-04,WITHDRAWAL,421.77
113427,4033,2025-05-28,TRANSFER,407.73
113428,3417,2024-09-24,WITHDRAWAL,942.54
113429,1951,2024-01-31,TRANSFER,216.32
113430,7855,2023-06-15,INTEREST,381.87
113431,5851,2025-02-28,WITHDRAWAL,216.25
113432,3051,2023-02-10,WITHDRAWAL,371.38
113433,2573,2024-02-13,DEPOSIT,949.02
113434,3579,2025-03-03,INTEREST,28.74
113435,1243,2024-02-19,DEPOSIT,309.53
113436,2071,2025-06-21,WITHDRAWAL,287.43
113437,5892,2023-08-27,FEE,342.39
113438,328,2024-07-03,DEPOSIT,219.01
113439,4537,2024-02-26,FEE,421.43
113440,6099,2023-12-22,DEPOSIT,119.7
113441,1810,2024-01-06,FEE,421.77
113442,887,2024-12-14,INTEREST,600.13
113443,2989,2024-07-04,INTEREST,272.1
113444,6563,2025-01-11,WITHDRAWAL,580.03
113445,3875,2024-02-04,FEE,184.97
113446,7267,2023-02-26,DEPOSIT,444.74
113447,1611,2023-03-19,DEPOSIT,79.28
113448,933,2023-06-08,DEPOSIT,54.57
113449,4300,2023-04-27,TRANSFER,1092.08
113450,5392,2023-04-13,DEPOSIT,388.64
113451,1804,2024-07-28,DEPOSIT,430.84
113452,2365,2025-04-13,WITHDRAWAL,458.56
113453,1339,2023-05-13,FEE,948.8
113454,72,2025-02-03,DEPOSIT,427.5
113455,3567,2024-06-28,FEE,257.72
113456,2113,2024-08-19,WITHDRAWAL,268.87
113457,2374,2024-03-09,INTEREST,855.12
113458,2119,2023-04-13,WITHDRAWAL,119.78
113459,43,2024-01-22,TRANSFER,374.38
113460,2369,2023-10-15,TRANSFER,816.85
113461,2087,2025-02-17,WITHDRAWAL,216.11
113462,7310,2025-05-03,WITHDRAWAL,780.2
113463,5922,2025-04-28,TRANSFER,238.68
113464,7068,2023-09-21,FEE,241.35
113465,7404,2024-09-27,WITHDRAWAL,164.38
113466,6977,2024-09-01,DEPOSIT,225.15
113467,3866,2024-06-02,FEE,582.53
113468,2596,2024-05-13,INTEREST,265.39
113469,162,2024-11-30,TRANSFER,179.66
113470,4540,2025-06-16,INTEREST,306.25
113471,3225,2024-03-05,WITHDRAWAL,266.74
113472,5656,2023-01-19,INTEREST,478.36
113473,7140,2024-04-18,INTEREST,1338.19
113474,1644,2024-04-01,INTEREST,1089.72
113475,3079,2023-03-19,FEE,209.84
113476,7016,2023-06-02,DEPOSIT,372.83
113477,6297,2025-02-27,DEPOSIT,443.52
113478,2399,2024-02-29,INTEREST,783.78
113479,7589,2023-11-13,DEPOSIT,288.22
113480,1421,2024-03-04,WITHDRAWAL,482.39
113481,2004,2023-06-27,FEE,527.09
113482,4189,2024-04-22,INTEREST,371.3
113483,4895,2023-02-09,WITHDRAWAL,195.82
113484,5528,2023-04-09,TRANSFER,648.98
113485,4525,2023-10-17,WITHDRAWAL,579.99
113486,674,2025-01-18,FEE,987.74
113487,6587,2025-03-08,WITHDRAWAL,493.46
113488,7805,2023-08-01,WITHDRAWAL,355.1
113489,2547,2024-07-21,WITHDRAWAL,161.89
113490,3846,2024-05-31,DEPOSIT,112.43
113491,3512,2025-02-04,DEPOSIT,498.77
113492,6499,2024-04-26,TRANSFER,484.46
113493,5645,2023-11-09,INTEREST,105.49
113494,4346,2023-10-03,WITHDRAWAL,752.5
113495,7026,2024-05-20,FEE,455.5
113496,168,2025-06-13,DEPOSIT,257.55
113497,1995,2024-10-23,FEE,216.2
113498,1165,2023-10-12,WITHDRAWAL,508.88
113499,618,2024-09-02,DEPOSIT,957.14
113500,5566,2025-06-02,WITHDRAWAL,411.25
113501,2357,2025-05-30,TRANSFER,428.24
113502,4333,2025-02-12,TRANSFER,630.6
113503,3768,2024-09-24,FEE,439.57
113504,6444,2023-08-01,INTEREST,342.36
113505,2780,2024-08-12,TRANSFER,94.85
113506,4548,2023-06-23,TRANSFER,335.2
113507,5078,2023-07-22,TRANSFER,234.82
113508,6589,2023-03-01,DEPOSIT,1550.61
113509,1462,2023-11-09,FEE,279.86
113510,2225,2024-09-19,WITHDRAWAL,414.55
113511,7717,2023-01-08,WITHDRAWAL,158.09
113512,5138,2024-01-17,DEPOSIT,122.62
113513,2818,2025-02-12,DEPOSIT,192.28
113514,6584,2024-06-16,TRANSFER,497.02
113515,2482,2023-06-06,INTEREST,498.85
113516,5985,2024-12-02,TRANSFER,780.6
113517,6136,2023-03-19,WITHDRAWAL,320.2
113518,747,2025-02-20,FEE,804.63
113519,2245,2025-04-10,TRANSFER,295.74
113520,1408,2024-09-07,INTEREST,569.36
113521,3596,2023-03-20,WITHDRAWAL,237.34
113522,1040,2024-02-10,INTEREST,173.1
113523,6074,2023-05-24,TRANSFER,236.39
113524,5854,2025-02-18,WITHDRAWAL,345.92
113525,4370,2025-04-02,TRANSFER,571.83
113526,7195,2023-06-05,INTEREST,216.54
113527,7535,2023-03-26,TRANSFER,258.9
113528,1784,2024-11-21,FEE,484.21
113529,2267,2024-11-29,TRANSFER,383.18
113530,523,2024-09-29,WITHDRAWAL,673.18
113531,6093,2024-05-04,TRANSFER,763.99
113532,6722,2024-12-14,TRANSFER,345.12
113533,6169,2023-12-21,WITHDRAWAL,320.44
113534,801,2024-12-06,FEE,315.41
113535,5923,2023-03-09,WITHDRAWAL,79.65
113536,216,2023-06-26,WITHDRAWAL,11.4
113537,6976,2023-10-17,DEPOSIT,317.82
113538,1273,2024-11-05,WITHDRAWAL,166.25
113539,1453,2023-08-21,FEE,131.82
113540,3699,2024-10-17,WITHDRAWAL,1126.31
113541,7833,2023-03-19,INTEREST,1164.66
113542,3570,2024-08-06,TRANSFER,625.02
113543,4789,2025-04-25,TRANSFER,531.1
113544,5581,2023-04-27,DEPOSIT,607.15
113545,5309,2025-05-25,WITHDRAWAL,1292.62
113546,2210,2024-05-27,INTEREST,338.12
113547,3215,2023-01-30,INTEREST,690.93
113548,4550,2023-07-16,TRANSFER,728.4
113549,5970,2024-02-26,INTEREST,736.69
113550,362,2025-01-25,WITHDRAWAL,434.6
113551,3740,2024-04-12,TRANSFER,435.85
113552,5429,2023-10-24,FEE,1935.86
113553,5654,2023-05-22,TRANSFER,790.35
113554,3563,2024-03-26,INTEREST,1246.65
113555,4601,2025-05-06,DEPOSIT,370.27
113556,7176,2024-09-16,DEPOSIT,420.17
113557,5048,2023-02-06,TRANSFER,155.99
113558,3736,2024-01-14,INTEREST,160.19
113559,268,2024-10-09,FEE,229.74
113560,2200,2025-03-17,DEPOSIT,365.89
113561,1665,2023-09-26,DEPOSIT,516.68
113562,5992,2023-03-05,DEPOSIT,270.49
113563,3569,2025-06-09,DEPOSIT,85.86
113564,2042,2024-05-04,WITHDRAWAL,180.65
113565,5788,2025-02-07,TRANSFER,741.17
113566,3208,2025-01-25,DEPOSIT,401.37
113567,7427,2023-12-17,WITHDRAWAL,206.37
113568,7761,2025-05-06,INTEREST,398.77
113569,969,2023-10-16,INTEREST,1820.88
113570,7284,2023-03-21,WITHDRAWAL,364.32
113571,955,2025-02-24,TRANSFER,964.64
113572,4211,2025-03-17,TRANSFER,580.27
113573,1390,2023-03-16,WITHDRAWAL,357.82
113574,331,2023-07-21,WITHDRAWAL,646.23
113575,7273,2024-04-16,TRANSFER,1290.38
113576,4642,2024-10-26,WITHDRAWAL,114.77
113577,4244,2024-05-10,DEPOSIT,83.83
113578,659,2025-05-17,FEE,143.66
113579,1648,2023-07-14,TRANSFER,392.09
113580,4472,2024-03-22,INTEREST,376.7
113581,4726,2025-04-28,DEPOSIT,267.65
113582,1762,2023-03-02,TRANSFER,423.61
113583,5179,2023-10-29,DEPOSIT,1569.76
113584,1225,2024-11-14,INTEREST,447.95
113585,4947,2024-09-25,FEE,230.08
113586,4774,2023-07-01,DEPOSIT,651.64
113587,1945,2023-05-25,FEE,386.86
113588,6812,2024-07-15,FEE,129.01
113589,2017,2023-03-16,INTEREST,672.9
113590,5419,2025-02-12,INTEREST,202.79
113591,4454,2023-11-13,TRANSFER,325.87
113592,4717,2024-08-13,INTEREST,661.95
113593,526,2023-05-17,WITHDRAWAL,534.35
113594,2586,2024-12-04,FEE,376.68
113595,4761,2024-11-11,FEE,494.13
113596,3807,2023-04-17,INTEREST,322.56
113597,5817,2024-04-22,DEPOSIT,226.55
113598,1149,2023-04-21,INTEREST,443.97
113599,6623,2024-11-15,WITHDRAWAL,165.49
113600,987,2025-06-02,INTEREST,586.51
113601,2202,2024-09-03,DEPOSIT,163.2
113602,6030,2025-06-24,TRANSFER,441.18
113603,194,2024-08-22,TRANSFER,125.94
113604,3654,2023-11-28,TRANSFER,729.79
113605,64,2023-03-13,FEE,178.41
113606,6042,2023-12-12,INTEREST,260.95
113607,7842,2025-04-02,FEE,279.69
113608,3895,2024-05-07,DEPOSIT,348.43
113609,6548,2024-03-09,TRANSFER,486.62
113610,105,2023-05-19,WITHDRAWAL,483.2
113611,7400,2024-03-07,WITHDRAWAL,108.28
113612,2742,2025-02-28,DEPOSIT,248.62
113613,3492,2023-09-02,TRANSFER,686.91
113614,5308,2024-08-12,TRANSFER,542.43
113615,4739,2024-03-24,INTEREST,78.37
113616,7097,2023-11-01,INTEREST,453.67
113617,5366,2024-11-19,DEPOSIT,196.11
113618,7971,2024-01-20,FEE,789.56
113619,3172,2023-02-06,TRANSFER,194.27
113620,923,2024-04-18,FEE,87.35
113621,7944,2025-04-06,DEPOSIT,490.82
113622,7540,2024-03-19,DEPOSIT,571.66
113623,4189,2024-01-06,INTEREST,38.67
113624,7136,2024-03-25,WITHDRAWAL,211.12
113625,6996,2024-09-06,WITHDRAWAL,385.71
113626,3897,2025-06-22,DEPOSIT,389.68
113627,1523,2023-12-28,WITHDRAWAL,563.99
113628,74,2024-09-24,INTEREST,620.78
113629,4471,2023-05-22,WITHDRAWAL,685.7
113630,3873,2023-11-24,WITHDRAWAL,1172.26
113631,7235,2023-04-30,TRANSFER,406.14
113632,7898,2023-05-25,FEE,933.56
113633,7251,2024-03-29,TRANSFER,407.15
113634,2791,2023-01-14,DEPOSIT,431.66
113635,4842,2023-05-10,WITHDRAWAL,599.5
113636,1127,2024-09-12,TRANSFER,126.67
113637,3577,2023-05-20,TRANSFER,333.91
113638,3458,2023-08-24,DEPOSIT,656.68
113639,6870,2023-04-17,FEE,526.33
113640,5786,2024-04-16,WITHDRAWAL,818.24
113641,6039,2025-04-09,WITHDRAWAL,358.76
113642,498,2023-03-29,WITHDRAWAL,610.69
113643,7329,2025-01-12,WITHDRAWAL,353.01
113644,7196,2025-05-28,FEE,29.64
113645,5087,2023-12-17,TRANSFER,408.26
113646,4483,2025-04-09,TRANSFER,97.29
113647,2229,2025-06-23,INTEREST,187.8
113648,1597,2024-11-26,INTEREST,398.6
113649,3242,2023-10-16,FEE,544.46
113650,3779,2023-07-22,DEPOSIT,599.78
113651,4930,2023-03-29,TRANSFER,485.36
113652,5376,2023-05-03,WITHDRAWAL,245.8
113653,6063,2024-12-15,TRANSFER,566.91
113654,2653,2024-03-21,TRANSFER,1013.35
113655,3886,2023-07-26,DEPOSIT,208.76
113656,799,2023-05-04,FEE,392.5
113657,6458,2024-09-01,WITHDRAWAL,253.22
113658,5391,2025-03-01,WITHDRAWAL,114.47
113659,5514,2024-10-28,INTEREST,579.23
113660,107,2023-04-17,FEE,349.77
113661,1878,2024-02-17,INTEREST,106.24
113662,2552,2023-06-05,TRANSFER,61.18
113663,756,2023-06-14,WITHDRAWAL,635.21
113664,6242,2024-05-19,DEPOSIT,71.03
113665,7141,2024-07-26,TRANSFER,1739.77
113666,5418,2023-05-20,WITHDRAWAL,87.61
113667,6248,2025-03-27,WITHDRAWAL,231.94
113668,2233,2023-07-28,DEPOSIT,171.06
113669,4041,2023-07-19,FEE,59.76
113670,526,2024-06-30,FEE,1171.18
113671,84,2024-05-03,INTEREST,692.08
113672,6243,2024-07-11,WITHDRAWAL,396.7
113673,7745,2023-10-31,INTEREST,481.05
113674,5082,2024-07-04,TRANSFER,164.87
113675,528,2024-01-19,TRANSFER,374.21
113676,4304,2023-10-17,FEE,464.38
113677,682,2023-06-30,WITHDRAWAL,829.25
113678,5582,2024-10-02,TRANSFER,676.76
113679,1395,2023-12-01,TRANSFER,768.06
113680,3737,2023-06-14,WITHDRAWAL,895.35
113681,1072,2024-12-11,INTEREST,72.78
113682,1643,2023-03-31,FEE,178.87
113683,5685,2024-01-28,DEPOSIT,408.21
113684,1154,2025-01-02,WITHDRAWAL,264.74
113685,2309,2023-05-17,FEE,282.06
113686,233,2025-01-04,WITHDRAWAL,720.41
113687,732,2023-06-17,FEE,699.9
113688,5356,2023-04-19,WITHDRAWAL,227.58
113689,2669,2025-01-10,FEE,468.32
113690,2178,2024-11-30,INTEREST,577.52
113691,5217,2024-05-31,FEE,176.93
113692,3477,2023-10-04,INTEREST,226.55
113693,5035,2023-06-16,TRANSFER,397.09
113694,1948,2024-07-13,FEE,252.77
113695,7208,2025-03-30,TRANSFER,95.76
113696,4049,2023-05-31,DEPOSIT,230.45
113697,7756,2023-08-04,FEE,1470.2
113698,1705,2023-12-03,DEPOSIT,54.32
113699,2295,2023-04-24,DEPOSIT,582.8
113700,1247,2024-01-28,TRANSFER,464.06
113701,25,2025-01-11,FEE,194.38
113702,5303,2023-02-27,FEE,240.91
113703,7252,2023-10-06,DEPOSIT,39.76
113704,2943,2024-03-28,TRANSFER,258.81
113705,3896,2023-03-08,DEPOSIT,166.5
113706,172,2024-09-04,INTEREST,295.59
113707,7063,2024-12-12,WITHDRAWAL,143.88
113708,5702,2025-04-20,DEPOSIT,420.1
113709,7803,2025-03-25,TRANSFER,164.92
113710,4240,2024-12-24,FEE,193.67
113711,195,2024-02-12,TRANSFER,372.61
113712,5105,2023-03-17,TRANSFER,732.57
113713,3035,2024-05-23,WITHDRAWAL,582.53
113714,139,2024-02-14,FEE,257.47
113715,3735,2025-03-03,WITHDRAWAL,65.33
113716,3310,2025-02-14,WITHDRAWAL,542.55
113717,1639,2023-05-31,INTEREST,377.98
113718,5704,2024-08-24,WITHDRAWAL,32.21
113719,7249,2023-08-02,WITHDRAWAL,500.71
113720,2560,2025-05-02,INTEREST,624.51
113721,7114,2023-04-02,WITHDRAWAL,74.63
113722,3546,2023-05-03,TRANSFER,1411.81
113723,7839,2024-09-07,DEPOSIT,1228.09
113724,232,2024-04-11,INTEREST,818.24
113725,1941,2025-01-06,TRANSFER,452.93
113726,6554,2023-10-24,WITHDRAWAL,594.32
113727,5172,2024-03-23,FEE,751.04
113728,1596,2024-08-10,DEPOSIT,330.91
113729,4448,2023-11-25,TRANSFER,64.23
113730,6991,2024-11-03,WITHDRAWAL,867.95
113731,7515,2025-03-31,INTEREST,102.86
113732,1087,2024-02-26,INTEREST,1130.12
113733,7357,2025-02-05,WITHDRAWAL,1000.9
113734,4694,2024-04-08,TRANSFER,661.79
113735,3878,2023-03-13,TRANSFER,554.63
113736,4187,2023-11-04,WITHDRAWAL,281.46
113737,7123,2024-06-22,INTEREST,442.21
113738,2824,2023-03-01,DEPOSIT,85.86
113739,7530,2023-03-25,DEPOSIT,111.84
113740,639,2025-03-28,WITHDRAWAL,513.7
113741,6784,2024-11-11,WITHDRAWAL,272.82
113742,1307,2024-12-22,FEE,503.6
113743,2981,2025-06-07,DEPOSIT,1189.8
113744,7970,2025-02-11,TRANSFER,1028.85
113745,3229,2024-02-04,DEPOSIT,139.9
113746,7867,2023-11-10,INTEREST,536.85
113747,6947,2025-02-21,DEPOSIT,293.92
113748,2042,2024-03-17,FEE,808.85
113749,6505,2025-06-21,INTEREST,616.28
113750,7768,2025-05-06,WITHDRAWAL,381.31
113751,2480,2024-07-27,INTEREST,728.33
113752,1855,2025-01-10,DEPOSIT,743.16
113753,322,2024-12-09,INTEREST,357.38
113754,5800,2025-02-11,FEE,426.38
113755,3439,2024-03-03,FEE,358.32
113756,5264,2024-11-30,INTEREST,195.84
113757,6001,2025-05-21,WITHDRAWAL,176.5
113758,1150,2025-03-31,FEE,473.5
113759,6074,2024-11-23,TRANSFER,361.05
113760,6691,2024-01-10,TRANSFER,104.14
113761,6341,2023-12-23,TRANSFER,283.28
113762,3275,2025-05-16,WITHDRAWAL,631.31
113763,7385,2024-05-06,WITHDRAWAL,243.12
113764,2164,2023-05-01,WITHDRAWAL,428.95
113765,712,2025-03-10,INTEREST,434.16
113766,7101,2024-03-26,FEE,128.77
113767,3983,2024-07-22,DEPOSIT,1519.58
113768,4839,2024-09-03,INTEREST,149.63
113769,579,2024-03-02,FEE,179.94
113770,3612,2024-08-15,FEE,658.59
113771,7260,2024-06-12,INTEREST,426.55
113772,3917,2024-10-03,FEE,735.44
113773,3513,2025-04-06,TRANSFER,738.97
113774,6150,2024-09-04,FEE,786.79
113775,1284,2025-05-16,TRANSFER,287.44
113776,4468,2023-08-22,FEE,172.11
113777,7781,2024-08-09,DEPOSIT,781.19
113778,3682,2023-06-21,FEE,127.78
113779,6789,2023-11-15,DEPOSIT,1826.39
113780,4584,2023-04-24,INTEREST,59.39
113781,2782,2025-03-23,DEPOSIT,101.88
113782,7337,2024-06-10,INTEREST,467.46
113783,4976,2024-06-13,FEE,1362.91
113784,1099,2023-08-02,FEE,667.01
113785,6943,2023-09-07,INTEREST,189.55
113786,7051,2024-02-20,WITHDRAWAL,515.9
113787,4160,2023-07-25,WITHDRAWAL,1660.23
113788,5310,2024-11-30,DEPOSIT,325.49
113789,1828,2023-10-06,FEE,83.11
113790,7156,2023-04-24,TRANSFER,449.2
113791,382,2024-05-28,WITHDRAWAL,506.48
113792,1036,2025-06-22,FEE,634.65
113793,7768,2023-01-03,DEPOSIT,139.75
113794,6739,2024-01-13,FEE,569.15
113795,7395,2024-04-11,TRANSFER,237.0
113796,5249,2024-11-24,TRANSFER,994.94
113797,4614,2024-04-04,INTEREST,188.75
113798,7106,2024-12-08,WITHDRAWAL,725.48
113799,5946,2023-01-15,DEPOSIT,963.73
113800,5140,2023-03-28,DEPOSIT,96.57
113801,3193,2024-02-21,WITHDRAWAL,530.15
113802,1898,2023-05-19,TRANSFER,618.88
113803,7692,2024-03-21,TRANSFER,196.8
113804,2570,2023-05-10,WITHDRAWAL,195.07
113805,7984,2023-11-26,TRANSFER,125.71
113806,2919,2024-01-14,WITHDRAWAL,359.66
113807,3455,2024-09-29,INTEREST,685.65
113808,520,2023-05-04,DEPOSIT,402.48
113809,2466,2024-08-11,TRANSFER,243.14
113810,7683,2024-07-22,INTEREST,207.0
113811,6193,2024-09-28,FEE,86.27
113812,6035,2023-09-11,FEE,106.92
113813,3028,2025-06-24,WITHDRAWAL,171.95
113814,5234,2024-06-14,DEPOSIT,286.42
113815,750,2023-04-23,DEPOSIT,135.35
113816,1191,2024-06-27,FEE,324.27
113817,5115,2023-02-27,FEE,804.34
113818,3003,2024-09-24,WITHDRAWAL,791.47
113819,4675,2024-05-12,INTEREST,845.96
113820,5958,2024-09-30,INTEREST,557.66
113821,7919,2025-04-23,FEE,266.34
113822,2594,2024-03-23,FEE,351.32
113823,6546,2023-06-28,INTEREST,708.65
113824,662,2024-02-15,DEPOSIT,195.9
113825,7220,2025-04-18,FEE,279.36
113826,6111,2024-12-29,TRANSFER,483.67
113827,1291,2023-10-16,DEPOSIT,627.75
113828,706,2023-07-27,WITHDRAWAL,134.53
113829,2748,2023-05-16,WITHDRAWAL,68.58
113830,1304,2024-03-27,DEPOSIT,274.08
113831,3591,2024-04-08,INTEREST,411.22
113832,7159,2024-07-08,DEPOSIT,608.68
113833,71,2025-03-12,TRANSFER,735.74
113834,564,2025-01-31,FEE,526.43
113835,5464,2024-09-01,TRANSFER,737.54
113836,7667,2023-12-20,INTEREST,267.04
113837,4640,2024-03-28,DEPOSIT,554.2
113838,1588,2023-08-14,DEPOSIT,370.36
113839,6127,2025-06-05,INTEREST,1457.6
113840,1749,2025-06-16,WITHDRAWAL,1213.69
113841,6609,2024-02-13,DEPOSIT,253.89
